Fe,C,Cr,Ni,Mn,S,Si,Mo,V,W,Co,Al,P,Cu,Ti,Tensile_Strength_MPa
57.77,0.73,17.35,13.16,0.16,0.01,1.04,0.36,0.68,3.27,4.38,0.5,0.03,0.55,0,1412.59
82.27,0.21,1.12,8.55,0.94,0.03,0.28,1.07,0.8,2.88,0.15,0.85,0.03,0.56,0.25,735.52
66.74,0.97,6.45,10.99,1.17,0.03,0.15,2.06,0.34,4.96,2.33,0.44,0.02,2.76,0.61,1572.71
55.1,0.47,16.43,18.6,0.53,0.02,1.93,2.71,0.43,0.98,1.92,0.63,0,0.25,0.01,1221.89
70.76,1.02,3.33,13.22,0.24,0.03,0.87,2.04,0.86,0.84,2.98,0.82,0.04,2.95,0,1394.11
73.46,1.06,11.04,0.05,0.93,0.04,0.37,3.39,0.14,4.02,2.84,0.03,0,2.59,0.03,1558.69
64.13,0.26,4.04,15.52,0.58,0,1.44,4.77,0.83,2.74,2.12,0.93,0.04,1.71,0.88,1007.98
50.21,0.73,17.52,17.17,1.1,0.05,0.68,3.5,0.17,4.48,1.24,0.95,0,2.05,0.15,1557.52
62.89,1.09,12.87,15.37,0.24,0,1.7,1.13,0.87,0.71,1.54,0.93,0.04,0.16,0.45,1650.82
81.49,1.09,0.27,2.15,1.29,0.01,0.9,2.54,0.86,4.79,2.56,0.51,0.04,0.58,0.94,1464.58
74.28,0.48,3.99,8.16,1.66,0.03,0.19,0.28,0.51,3.65,3.32,0.86,0.01,1.82,0.77,1030.47
80.03,1.13,1.82,4.79,0.71,0.03,0.82,4.31,0.95,0.35,3.5,0.11,0.04,0.43,0.99,1448.9
72.59,0.71,7.1,4.69,1.26,0.04,1.89,2.05,0.71,4.17,4.16,0.03,0.02,0.04,0.56,1247.24
58.09,1.04,14.67,16.22,0.7,0,0.34,3.35,0.13,0.63,1.77,0.09,0.02,2.91,0.02,1653.74
53.46,0.32,17.68,17.23,1.77,0.01,1.74,4.71,0.82,0.46,0.42,0.36,0.04,0.04,0.95,1258.05
68.88,0.64,6.45,11.22,1.43,0.01,0.58,2.34,0.67,3.53,1.62,0.32,0.02,1.63,0.65,1205.82
70.89,0.36,5.54,12.91,0.87,0.01,0.01,0.15,0.87,2.29,3.29,0.93,0.01,1.34,0.54,962.61
52.23,1.01,17.89,14.23,1.28,0.05,1.67,4.33,0,2.57,3.91,0.18,0.04,0.03,0.58,1760.04
66.41,0.89,9.55,12.95,1.03,0.02,1.68,0.46,0.58,0.57,2.81,0.96,0,1.27,0.8,1419.16
71.99,0.45,9.37,2.29,0.45,0.03,1.66,3.23,0.84,3.03,4.05,0.98,0,1.44,0.19,1084.47
72.6,0.75,7.91,6.49,0.09,0,0.35,2.24,0.42,0.95,4.11,0.68,0.02,2.39,0.99,1143.67
62.09,0.3,6.53,19.86,0.28,0,1.04,2.34,0.08,1.45,2.09,0.82,0.04,2.74,0.33,943.86
81.97,0.02,3.73,4.23,0.12,0.02,1.81,0.02,0.63,4.4,0.54,0.92,0.04,0.64,0.91,498.46
63.87,0.97,2.01,16.61,1.08,0.04,1.24,1.96,0.6,3.18,3.83,0.83,0.03,2.97,0.78,1494.84
74.99,0.39,6.52,8.79,1.92,0,1,0.81,0.81,0.16,2.28,0.39,0,1.13,0.81,937.01
69.1,0.17,17.7,1.17,0.58,0.04,0.72,2.4,0.19,3.58,0.9,0.85,0.03,1.64,0.93,924.68
71.98,1.03,1.65,14.52,0.47,0.01,0.03,4.47,0.74,0.7,1.64,0.48,0.02,1.79,0.47,1515.98
62.86,0.78,15.91,7.96,1.75,0.01,0.24,1.2,0.21,4.93,1.91,0.65,0.03,1.34,0.22,1392.09
58.64,1.15,10.24,19.4,1.15,0.01,0.77,3.96,0.42,0.5,0.48,0.24,0.03,2.49,0.53,1666.08
69.25,0.9,11.62,10.48,0.43,0.04,0.55,1.26,0.26,0.48,2.49,0.33,0.03,1.36,0.52,1357.61
65.57,0.65,3.75,18.04,0.22,0.04,1.36,0.36,0.9,1.58,3.7,0.28,0.03,2.92,0.61,1147.94
65.83,0.36,8.25,13.52,0.89,0.05,1.73,0.73,0.78,4.71,1.58,0.24,0,0.35,0.96,1022.27
73.07,0.33,2.95,10.18,1.45,0.03,0.07,4.02,0.93,2.2,1.83,0.23,0.02,1.93,0.77,936.88
71.47,0.41,6.11,9.02,0.34,0.05,1.41,2.17,0.12,4.24,2.42,0.8,0,0.82,0.62,949.79
68.44,0.25,5.43,14.85,0.37,0.03,0.85,3.82,0.2,1.35,1.99,0.17,0.02,1.25,0.99,913.64
75.19,0.72,1.25,9.2,1.76,0.04,1.92,4.47,0.18,0.02,3.08,0.7,0.01,0.5,0.96,1231.89
64.24,0.53,14.37,7.92,1.47,0.02,1.8,1.63,0.52,2.61,3.24,0.31,0.03,0.42,0.89,1215.06
57.08,0.18,15.13,13.86,0.68,0.02,1.93,0.97,0.72,0.92,4.53,0.74,0.05,2.64,0.55,934.36
73.65,0.25,3.97,9.53,1.74,0,0.48,2.98,0.87,1.49,1.91,0.37,0.01,2.1,0.66,872.02
48.19,1.01,16.52,18.01,1.08,0.01,0.44,2.95,0.92,2.65,4.68,0.26,0,2.39,0.88,1804.1
79.39,0.06,1.13,8.78,0.47,0.02,0.98,2.29,0.62,3.4,1.98,0.34,0.02,0.21,0.32,631.7
64.84,0.25,5.24,14.29,1.98,0.05,1.64,3.69,0.94,3.76,2.35,0.6,0.02,0.01,0.35,1080.08
62.39,1.03,17.33,7.04,1.91,0.04,0.06,2.98,0.37,0.17,2.66,0.58,0.01,2.82,0.61,1590.21
65.16,0.22,12.98,9.98,0.95,0.04,0.28,2.45,0.78,3.3,0.03,0.79,0.05,2.11,0.88,926.99
49.68,0.39,13.23,18.84,1.77,0.01,1.25,4.98,0.3,3.17,4.53,0.9,0.02,0.28,0.65,1317.26
72.09,1.14,9.14,9.15,1.73,0.02,1.36,1.94,0.38,0.94,0.44,0.89,0.01,0.19,0.58,1629.16
84.86,0.57,2.55,0.42,0.09,0.05,1.06,2,0.41,3.26,1.88,0.8,0.01,1.1,0.93,1017.09
70.43,0.32,11.91,7.29,0.94,0,0.33,0.51,0.84,4.81,0.34,0.08,0.03,1.51,0.65,1013.72
71.88,0.19,0.68,17.78,0.94,0.05,1.07,2.55,0.62,0.85,1.27,0.91,0.01,0.7,0.51,787.05
70.79,0.77,0.02,9.14,0.8,0.04,1.68,4.53,0.84,3.93,4.3,0.17,0.02,2.05,0.92,1358.36
58.95,1.13,13.69,14.33,1.53,0.03,0.04,1.27,0.96,1.44,3.86,0.42,0.05,1.67,0.63,1716.14
70.76,0.3,1.04,15.13,0.14,0.04,1.11,4.1,0.21,2.71,3.07,0.07,0.04,1.17,0.13,875.62
76.93,1.07,8.22,2.76,0.5,0.04,1.57,0.21,0.06,4.59,1.65,0.19,0.01,1.43,0.77,1437.79
74.37,0.63,0.37,9.68,0.62,0.03,1.05,4.83,0.6,3.16,2.6,0.31,0.03,1,0.72,1188.95
65.02,0.7,11.31,13.37,1.4,0.02,1.79,0.15,0.19,0.35,3.36,0.27,0.01,1.44,0.62,1192.08
56.45,0.75,10.03,19.84,1.72,0.01,1.52,2.85,0.07,0.25,4,0.54,0.03,1.01,0.93,1436.6
61.08,0.13,10.51,12.75,0.25,0.02,0.43,4.92,0.54,1.58,3.32,0.66,0.02,2.98,0.81,970.19
63.01,0.49,11.88,14.21,0.35,0.04,1.65,3.78,0.22,0.68,0.9,0.09,0.05,2.55,0.09,1095.86
75.58,0.03,5.26,8.8,0.04,0.02,1.4,1.14,0.48,4.44,0.14,0.79,0.02,1.62,0.23,666.18
72.19,0.7,13.15,4.03,0.69,0.03,0.83,1.47,0.45,1.45,1.51,0.61,0.02,2.03,0.84,1248.41
52.76,1.04,16.13,15.21,1.19,0.01,0.55,3.01,0.14,0.92,4.56,0.96,0,2.59,0.94,1792.55
58.26,0.64,8.08,18.38,0.02,0.04,0.59,3.21,0.32,2.61,4.04,0.18,0.03,2.7,0.9,1326.78
74.16,0.92,8.04,9.2,0.57,0.01,0.08,2.66,0.31,0.94,0.61,0.35,0.04,1.55,0.56,1372.33
62.55,0.07,9.36,13.35,0.3,0.05,1.83,4.97,0.36,4.11,1.64,0.75,0.05,0.47,0.14,912.14
61.3,0.8,9.4,15.48,1.7,0.05,0.4,2.21,0.92,2.31,2.44,0.94,0.04,1.66,0.36,1419.12
77.75,1.1,0.16,6.42,1.89,0.02,1.25,2.66,0.4,3.33,3.83,0.36,0.03,0.25,0.55,1509.38
67.99,1.06,5.15,9.84,0.17,0.04,0.89,2.65,0.13,4.99,3.86,0.4,0.03,1.86,0.96,1625.57
64.67,0.92,6.29,19.55,0.6,0.03,1.4,1.36,0.96,1.08,2.21,0.18,0.04,0.66,0.03,1411.93
82.54,0.63,0.75,1.86,0.19,0.03,0.6,2.81,0.07,4.46,1.52,0.78,0.04,2.96,0.74,1034.84
80.89,0.54,2.75,0.96,1.77,0.02,1.5,2.48,0.88,3.75,0.43,0.75,0.01,2.32,0.95,1051.03
73.54,0.82,0.28,12.62,1.66,0.03,0.13,4.95,0.36,1.9,0.42,0.17,0.01,2.4,0.69,1364.97
47.56,0.7,15.55,19.96,0.77,0.02,1.47,3.22,0.01,3.28,3.6,0.99,0.03,2.05,0.79,1556.22
73.99,0.66,1.8,13.4,0.47,0.03,0.56,0.52,0.25,2.19,2.47,0.15,0.02,2.58,0.91,1072.58
68.71,0.65,8.83,11.63,0.43,0.05,1.49,1.19,0.27,3.24,1.61,0.36,0.04,0.8,0.71,1175.15
63.97,0.37,4.08,18.35,1.55,0.03,0.91,0.72,0.93,3.75,1.39,0.95,0.05,1.98,0.99,1060.91
71.5,0.23,13.17,3.04,1.38,0.05,1.07,3.82,0.14,3.17,0.32,0.04,0.03,1.72,0.33,983.97
65.83,0.78,1.33,13.56,1.32,0.03,1.69,2.88,0.94,4.9,3.76,0.36,0.01,2.46,0.15,1413.76
56.59,0.18,16.54,11.2,0.59,0.05,1.41,2.67,0.33,3.38,3.65,0.71,0.01,2.09,0.58,1047.36
68.11,0.18,5.73,14.88,1.48,0.01,0.71,0.08,0.33,0.13,4.36,0.67,0.05,2.68,0.6,764.51
70.99,0.61,15.91,5.97,0.45,0.02,0.11,1.51,0.08,0.26,2.76,0.71,0.03,0.21,0.39,1112.46
82.93,0.99,2.1,1.34,0.81,0.02,0.52,1.06,0.32,4.83,4.29,0.6,0.04,0.04,0.11,1280.81
59.37,0.36,11.59,17.67,0.46,0.01,1.7,2.05,0.7,2.74,0.88,0.7,0.02,0.86,0.9,1132.4
78.38,0.11,3.1,10.1,0.57,0.04,0.48,3.6,0.21,0.21,1.32,0.84,0,1.03,0.01,618.56
61.59,0.76,16.97,7.69,1.15,0.02,1.95,3.68,0.04,0.54,2.35,0.63,0.01,2.02,0.58,1486.82
67.57,1.1,4.38,15.82,0.02,0,1.9,3.49,0.63,1.67,0.92,0.38,0.03,1.9,0.17,1544.91
55.7,0.54,10.2,19.2,1.1,0.03,1.53,2.09,0.38,2.95,3.92,0.64,0.01,1.19,0.51,1226.97
67.34,0.63,12.11,9.36,0.9,0.04,1.51,2.11,1,0.33,1.63,0.04,0.04,2.27,0.68,1228.99
66.36,0.27,12.74,7.11,1.74,0.01,0.44,4.8,0.52,2.23,1.76,0.83,0.02,1.07,0.12,1065.27
55.16,1.15,17.92,9.46,1.55,0.03,1.1,4.03,0.84,0.1,4.71,0.82,0.04,2.56,0.54,1829.5
62.36,0.93,10.78,10.86,0.42,0.04,1.77,4.86,0.12,1.46,3.43,0.86,0.04,1.37,0.73,1561.41
78.45,0.02,0.86,15.15,0.96,0,0.96,0.31,0.35,0.79,1.1,0.2,0.02,0.32,0.53,495.32
52.67,0.49,15.12,16.52,1.65,0.02,0.58,2.08,0.69,2.65,3.12,0.69,0.05,2.83,0.84,1344.78
68.38,0.04,8.63,12.53,0.56,0,1.06,2.23,0.04,2.6,0.54,0.42,0.01,2.91,0.03,747.87
75.38,0.68,2.73,6.39,0.37,0.05,0.06,2.71,0.61,3.86,3.13,0.23,0.03,2.92,0.85,1139.03
71.06,0.17,10.26,5.6,0.22,0.02,0.09,0.6,0.22,4.95,4.04,0.54,0.01,1.56,0.65,727.66
55.1,0.02,17.78,12.54,1.98,0.02,1.25,2.31,0.01,4.25,2.25,0.47,0.02,1.3,0.73,979.53
68.87,1.17,7.04,6.78,0.99,0.01,1.52,2.91,0.21,4.32,3.1,0.03,0.01,2.67,0.38,1704.7
70.83,1.18,9.54,4.16,1.19,0.01,1.62,3.14,0.96,3.45,0.25,0.48,0.03,2.75,0.43,1676.53
64.51,0.3,9.87,13.94,0.87,0.02,0.51,3.49,0.01,2.56,0.02,0.59,0,2.82,0.48,1026.58
67.04,0.82,15.36,4.71,1.08,0.04,1.08,1.96,0.37,1.92,3.08,0.05,0.02,1.68,0.79,1421.18
72.59,0.54,11.71,0.35,0.48,0.04,1.17,4.73,0.75,2.25,3.89,0.47,0.02,0.14,0.87,1207.3
68.06,0.51,12.33,3.06,1.66,0.04,0.96,3.36,0.52,2.76,4.44,0.97,0.02,1,0.3,1198.91
68.19,0.06,1.59,12.92,0.55,0,0.83,4.39,0.37,3.48,4.5,0.17,0.03,2.72,0.19,825.36
75.87,1.19,6.57,4.35,1.68,0.02,1.34,2.45,0.64,0.18,1.75,0.66,0.02,2.33,0.96,1573.55
53,0.58,13.65,18.36,0.46,0.02,0.84,4.23,0.14,3.12,1.75,0.89,0.02,2.93,0.02,1400.26
69.68,0.3,8.23,5.13,1.47,0.04,1.4,4.85,0.46,4.9,0.62,0.85,0,1.6,0.48,1083.5
52.76,0.53,16.12,17.72,0.05,0.04,1.05,4.19,0.18,0.76,3.61,0.28,0.03,2.07,0.61,1345.55
73.65,0.84,11.17,7.58,0.18,0.04,1.69,0.03,0.84,0.75,1.66,0.41,0.03,0.28,0.83,1306.31
63.61,1.12,11.9,9.13,1.05,0.03,1.89,4.45,0.58,1.06,1.73,0.36,0.01,2.24,0.84,1742.85
59.59,0.39,15.23,14.69,0.88,0.03,1.54,2.81,0.44,0.51,0.01,0.94,0.01,1.99,0.94,1134.56
67.25,0.96,13.08,6.59,1.38,0.04,0.58,4.35,0.08,2.64,1.17,0.73,0.01,1.02,0.13,1547.29
69.56,0.98,2.38,14.46,1.41,0.01,1.13,2.48,0.59,4.69,0.4,0.82,0.04,0.38,0.66,1531.24
69.72,0.61,5.72,13.78,0.57,0.02,1.71,0.45,0.53,2.43,1.89,0.6,0,1.48,0.49,1182.36
77.39,0.62,3.82,4.15,1.29,0,0.61,4.15,0.1,2.34,3.34,0.14,0.02,1.68,0.33,1132.76
63.02,0.14,17.7,4.71,1.06,0.02,1.14,2.49,0.73,4.37,1.43,0.18,0.05,2.6,0.36,960.48
63.31,1.07,12.07,8.75,1.75,0.03,1.65,2.09,0.8,1.83,3.68,0.44,0.02,2.39,0.13,1631.41
61.88,0.77,7.29,12.92,1.42,0.04,1.71,1.79,0.62,3.9,3.82,0.89,0.04,2.15,0.75,1430.03
65.18,0.97,15.08,7.05,1.56,0.05,0.47,0.24,0.07,1.08,4.6,0.13,0.04,2.6,0.88,1436.42
79.23,0.39,2.65,4.24,0.27,0.02,0.34,2.02,0.85,3.27,3.31,0.81,0,2.38,0.2,816.33
79.42,0.42,5.54,2.11,0.35,0.05,1.2,2.37,0.76,4.07,0.55,0.74,0.05,1.76,0.61,959.6
59.38,1.19,5.09,16.91,1.22,0.02,1.77,4.98,0.06,4.63,1.02,0.21,0,2.77,0.76,1893.53
71.68,0.07,11.4,2.4,1.5,0.02,0.1,4.15,0.57,3.86,3.37,0.43,0.03,0.04,0.34,860.14
58.81,1.07,11,18.84,1.12,0.03,0.39,3.89,0.69,2.3,0.44,0.13,0.01,1.13,0.16,1738.1
51.76,1.03,16.19,17.14,1.22,0.03,1.78,2.03,0.06,2.35,2.77,0.55,0.01,2.35,0.73,1739.73
84.96,0.95,0.14,5.5,0.94,0.04,1.6,0.75,0.46,1.52,2.01,0.54,0.02,0.42,0.12,1132.28
75.87,0.17,15.14,0.4,0.4,0.05,0.13,0.18,0.39,0.76,2.83,0.34,0.01,3,0.34,698.57
59.01,1.11,7.38,19.52,1.45,0.03,1.39,1.8,0.42,2.93,1.63,0.77,0.01,2.39,0.15,1678.79
69.41,0.27,13.56,5.26,1.59,0.04,0.51,0.37,0.17,3.76,4.23,0.38,0.01,0.23,0.22,913.12
58.65,0.54,12.63,13.97,0.85,0.01,1.68,0.82,0.53,3.46,3.19,0.62,0.03,2.63,0.37,1310.99
60.4,0.76,12.55,11.81,1.81,0.03,0.85,4.23,0.49,2.65,2.91,0.32,0.04,0.29,0.87,1475.59
62.63,0.28,6.98,16.1,0.06,0.02,0.51,4.37,0.41,3.49,1.79,0.33,0.02,2.03,0.96,1109.28
71.02,0.26,11.59,5.31,1.1,0.03,0.9,2.49,0.88,0.44,4.15,0.46,0.02,0.53,0.81,959.84
56.63,0.38,7.07,18.27,1.92,0.04,1.5,3.47,0.59,2.98,4.82,0.75,0.03,0.57,0.98,1230.69
60.53,0.63,16.99,14.27,0.08,0.03,1.79,0.26,0.87,3.07,0.22,0.37,0,0.01,0.9,1302.41
61.41,0.15,0.98,18.34,1.25,0.01,1.36,4.99,0.79,2.23,4.07,0.74,0,2.78,0.88,1022.01
69.49,0.71,9.15,4.55,1.67,0.02,1.16,0.85,0.21,4.93,2.47,0.82,0.04,2.94,0.98,1305.47
55.42,0.44,10.94,16.43,1.83,0.03,0.84,3.64,0.46,3.36,4.02,0.84,0.01,1.71,0.03,1259.95
69.56,0.96,2.25,17.43,0.81,0.01,1.59,1,0.39,2.83,1.8,0.18,0.02,0.43,0.72,1420.44
68.96,0.68,17.01,1.57,1.86,0.01,1.68,0.45,0.99,4.04,0.31,0.21,0.03,1.57,0.63,1284.33
66.22,0.56,13.21,6.97,0.35,0,0.65,2.13,0.66,4.03,1.2,0.49,0.01,2.85,0.65,1259.5
69.36,0.35,3.61,13.13,1.84,0.01,1.14,2.65,0.64,2.94,1.36,0.69,0.01,1.96,0.3,1059.86
68.12,0.11,2.29,16.68,0.24,0.02,0.58,0.29,0.6,3.99,4.96,0.94,0,0.77,0.41,734.51
69.47,0.69,11.87,5.96,1.16,0,0.96,1.89,0.36,1.17,4.09,0.88,0.04,1.19,0.26,1244.45
72.53,0.13,12.1,6.6,0.55,0.02,1.11,0.81,0.96,3.66,0.23,0.31,0,0.69,0.29,828.17
56.98,0.06,10.59,19.22,1.26,0.05,0.76,2.3,0.5,4.62,1.9,0.98,0.03,0.65,0.1,937.92
71.29,0.22,0.71,13.85,1.03,0.04,1.56,4.66,0.12,0.93,2.74,0.13,0,2,0.72,870.95
66.95,0.06,15.66,6.43,1.84,0.01,1.48,2.13,0.38,0.3,3.53,0.18,0.02,0.42,0.6,789.56
60.37,0.28,10.7,18.93,1.84,0.01,0.2,0.21,0.83,1.25,1.42,0.23,0.04,2.94,0.76,990.94
73.42,0.64,12.99,0.72,0.12,0.03,0.67,2.44,0.78,2.89,4.03,0.42,0.01,0.7,0.13,1226.97
79.62,0.05,0.96,5.42,0.56,0.02,1.18,3.8,0.2,3.8,0.69,0.99,0.01,2.51,0.19,621.9
78.23,0.01,4.53,5.79,0.91,0.01,0.96,3.34,0.37,1.16,2.74,0.03,0.02,1.58,0.34,560.92
51.69,0.42,15.27,18.68,1.65,0,0.58,3.56,0.97,1.21,4.49,0.74,0.05,0.28,0.39,1352.4
51.62,0.79,16.31,16.77,0.11,0.02,0.81,4.99,0.43,3.41,1.42,0.61,0.01,1.81,0.87,1640.64
59.93,0.03,9.08,19.65,0.32,0.01,0.94,4.35,0.56,2.54,0.43,0.96,0.02,0.76,0.41,860.74
74.46,0.83,15.62,1.15,0.98,0.02,0.02,4.08,0.1,0.57,0.24,0.2,0.01,1.04,0.66,1282.33
70,0.07,15.48,6.53,1.21,0,0.73,0.01,0.17,2.24,2.68,0.15,0.04,0.57,0.12,720.57
68.71,1.19,7.54,8.52,0.12,0.04,0.36,3.72,0.91,3.84,3.21,0.6,0.02,0.43,0.78,1667.24
67.77,0.58,11.26,7.48,0.4,0.04,0.68,4.33,0.97,4.15,0.64,0.86,0.03,0.72,0.09,1255.57
50.19,0.04,17.78,16.63,1.48,0.01,0.06,2.43,0.74,4.81,4.22,0.89,0.01,0.47,0.25,1030
54.78,0.17,14.37,18.06,0.61,0.04,0.11,3.39,0.53,1.38,3.84,0.21,0.02,2.13,0.34,997.17
68.46,0.52,7.38,10.04,0.15,0.04,0.58,0.01,0.69,3.25,4.92,0.72,0.02,2.86,0.37,1008.63
80.69,0.99,6.04,0.97,1.47,0.02,0.68,3.58,0.32,0.59,2.02,0.82,0.01,1.66,0.13,1349.46
71.85,0.79,4.95,8.91,0.98,0.04,1.64,0.01,0.41,3.28,4.26,0.05,0.03,2.53,0.26,1205.8
60.81,0.25,8.42,19.25,1.39,0.02,0.04,2.78,0.35,0.93,2.5,0.34,0,2.18,0.73,1019.56
76.8,0.25,5.15,9.17,0.12,0.04,0.98,1.62,0.48,1.63,1.43,0.45,0.02,1.3,0.55,769.35
65.87,0.94,1.03,16.23,0.46,0.01,1.2,4.88,0.02,3.37,3.48,0.57,0,1.82,0.12,1522.4
70.17,0.84,16.02,0.07,0.76,0,0.73,2.46,0.53,1.78,3.63,0.42,0.03,2.4,0.17,1373.61
60.07,0.39,9.39,15.35,0.85,0,1.98,3.54,0.72,2.33,2.74,0.99,0.03,0.66,0.96,1183.58
73.18,0.69,1.27,10.55,1.65,0.03,0.75,4.41,0.93,1.74,2.49,0.98,0.01,0.89,0.43,1261.22
73.42,0.13,4.9,10.89,0.46,0.03,0.7,0.45,0.76,2.84,4.12,0.36,0,0.14,0.8,737.5
72.04,1,0.29,17.4,0.43,0.02,1.01,0.3,0.13,2.12,3.21,0.26,0.03,1.14,0.63,1340.07
51.53,0.52,15.33,19.67,1.83,0.01,0.91,2.29,0.84,1.79,2.75,0.61,0.01,1.67,0.25,1328.42
71.76,0.13,1.26,12.94,1.88,0.03,0.62,1.68,0.54,4.33,1.01,0.47,0.02,2.79,0.54,750.86
76.36,0.94,1.58,6.54,1.22,0.03,1.77,2.95,0.29,2.7,3.56,0.78,0.05,0.57,0.66,1345.5
55.59,0.18,13.91,18.28,0.06,0.04,0.48,2.43,0.75,2.53,1.16,0.91,0.03,2.79,0.85,982.93
63.36,1.05,6.51,19.75,1.7,0.02,1.79,3.78,0.73,0.03,0.11,0.69,0.01,0.18,0.29,1614.67
66.89,0.74,14.41,6.47,0.02,0.02,1.91,2.41,0.57,3.8,0.57,0.73,0.01,1.16,0.27,1413.78
79.57,0.19,6.51,1.89,1.69,0.02,1.31,1.48,0.21,3.57,3.12,0.22,0.03,0.02,0.18,720.87
70,0.25,9.11,9.3,1.27,0,1.64,0.29,0.45,3.55,1.72,0.91,0.04,1.28,0.18,912.88
67.26,0.06,14.43,3.89,0.54,0,0.04,1.15,0.87,3.9,3.85,0.83,0.01,2.94,0.23,794.33
65.95,0.64,2.24,14.77,0.74,0.03,1.47,4.51,0.82,2.69,4.96,0.53,0.03,0.48,0.15,1267.3
71.52,0.21,10.65,8.3,0.77,0.01,0.76,1.89,0.62,1.94,2.09,0.27,0.01,0.9,0.04,824.24
72.85,0.18,11.97,5.62,1.23,0.03,0.89,2.25,0.58,1.31,0.11,0.65,0.03,1.43,0.88,794.76
68.96,0.62,5.46,14.27,1.92,0.04,1.82,0.56,0.12,0.77,3.51,0.39,0.02,0.79,0.74,1099.06
79.71,0.24,6.11,5.6,1.06,0.04,1.59,1.04,0.18,1.82,0.74,0.09,0.01,1.18,0.59,734.86
68.98,0.87,4.01,16.37,0.07,0.02,1.27,1.46,0.68,4.34,0.45,0.51,0,0.84,0.14,1345
75.87,0.35,3.7,4.88,0.45,0.03,1.91,2.45,0.6,4.09,2.38,0.3,0.05,2.72,0.22,929.24
57.31,0.85,11.65,12.99,1.66,0.03,1.04,4.23,0.26,3.4,3.51,0.87,0.05,1.67,0.48,1621.55
69,0.86,5.06,9.74,0.74,0,1.22,4.37,0.92,2.59,3.83,0.71,0.01,0.19,0.75,1517.9
62.04,0.35,9.89,10.48,1.64,0.03,1.69,3.76,1,4.32,1.06,0.96,0.02,1.82,0.94,1213.12
57.17,1.14,15.37,16.38,0.53,0.02,1.52,0.59,0.89,1.05,2.82,0.11,0.01,1.76,0.63,1711.37
76.22,0.33,2.14,10.99,1.68,0.01,1.38,1.93,0.94,0.41,0.2,0.12,0.04,2.77,0.82,861.59
57.92,0.26,16.84,12.46,0.94,0.03,0.36,4.46,0.66,2.36,2.29,0.82,0.02,0.41,0.19,1128.06
61.31,0.11,9.14,13.55,1.87,0.04,1.17,4.32,0.89,3.56,0.28,0.29,0.02,2.99,0.46,1007.63
86.66,0.79,0.33,0.39,1.64,0.04,1.07,1.24,0.09,0.82,2.9,0.55,0.05,2.87,0.58,1044.18
58.2,1.01,14.62,15.05,0.87,0.02,0.53,4.69,0.83,0.89,1.26,0.58,0.02,0.64,0.79,1738.44
85.22,1.08,0.95,2.56,0.77,0.05,1.69,0.24,0.51,3.6,1.38,0.72,0.02,0.82,0.39,1314.98
51.61,1.14,16.3,18.28,1.83,0.01,1.79,1.06,0.84,2.71,1.2,0.4,0.02,2.2,0.61,1833.04
76.52,0.89,14.27,1.26,0.75,0.04,1.41,2.09,0.18,0.48,1.15,0.24,0.02,0.53,0.15,1329.75
74.18,1.01,4.49,11.23,0.4,0.02,0.55,0.43,0.98,2.29,1.97,0.2,0.02,1.91,0.3,1338.24
69.99,0.64,14.17,1.2,1.04,0.02,0.15,4.7,0.26,2.82,1.86,0.27,0.03,2.07,0.79,1303.92
63.05,0.76,9.47,15.55,1.03,0.05,1.05,1.59,0.45,2.45,1.42,0.16,0.02,2.69,0.26,1374.74
55.35,0.11,14.85,14.41,1.1,0.01,0.19,1.16,0.76,4.67,3.69,0.53,0.05,2.49,0.66,963.6
76.64,0.06,5.18,6.16,0.69,0.02,1.88,3.71,0.69,2.13,1.69,0.12,0.02,0.62,0.39,702.21
68.53,0.06,0.11,17.4,1.28,0.03,1.03,3.63,0.74,4.68,1.22,0.79,0.05,0.09,0.37,778.99
69.73,0.53,14.79,0.27,1.2,0.04,0.3,0.58,1,4.13,3.49,0.4,0.04,2.77,0.73,1190.75
73.04,0.13,2.84,15.66,0.06,0,1.02,0.85,0.29,1.99,2.61,0.28,0.02,1.11,0.08,610.39
67.98,1.04,5.06,12.19,1.14,0.01,0.06,4.28,0.5,2.07,3.81,0.03,0.04,1.23,0.55,1588.81
55.89,0.08,13.11,15.73,0.92,0.02,0.5,3.22,0.88,3.28,3.86,0.84,0.01,1.21,0.44,1040.98
74.02,0.68,0.89,11.77,0.18,0.04,1.93,1.45,0.51,4.12,1.57,0.16,0.04,2.1,0.57,1139.91
57.16,0.28,15.04,13.03,0.79,0.02,1.71,0.82,0.94,3.17,3.96,0.37,0.03,2.25,0.44,1098.12
73.95,0.59,10.48,1.27,1.73,0.04,0.56,4.4,0.75,2.42,1.74,0.4,0.03,1.24,0.42,1227.39
65.63,0.74,17.85,2.82,0.23,0.03,0.3,3.05,0.2,2.41,3.06,0.46,0.02,2.35,0.85,1349.68
63.5,0.34,14.64,7.83,0.98,0.01,1.25,0.5,0.59,4.95,3.77,0.9,0.02,0.43,0.29,1069.18
65.99,0.78,7.64,11.26,0.64,0,0.86,2.74,0.98,1.74,3.39,0.82,0.02,2.79,0.34,1356.79
76.81,1.16,0.04,12.68,1.58,0.01,0.23,0.12,0.07,2.72,4.2,0.06,0.01,0.02,0.28,1434.78
83.65,0.53,3.22,2.33,0.36,0.01,0.26,3.96,0.48,2.7,1.87,0.21,0,0.23,0.19,1016.71
